의안번호,대수,법률안명,제안자,대표발의자,공동발의자,상세페이지,소관위원회,제안일,처리상태,제안자목록링크
2115125,21,조세특례제한법 일부개정법률안,전용기의원 등 10인,전용기,"강훈식,김두관,박정,서삼석,송갑석,이상헌,장경태,정청래,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2Q2I0V4V0K1Z1X3A4P5V4E8C7D2C1&ageFrom=21&ageTo=21,기획재정위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_M2Q2I0V4V0K1Z1X3A4P5V4E8C7D2C1
2115124,21,소득세법 일부개정법률안,전용기의원 등 10인,전용기,"강훈식,김두관,박정,서삼석,송갑석,이상헌,장경태,정청래,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2L2G0F4Q0S1Q1S3H4J6P3X8L3I1T9&ageFrom=21&ageTo=21,기획재정위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_G2L2G0F4Q0S1Q1S3H4J6P3X8L3I1T9
2115123,21,도로교통법 일부개정법률안,김예지의원등10인,김예지,"김선교,김승수,김용판,박완수,엄태영,이종성,이주환,최형두,추경호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2X2U0C2D1H4T1F0X4A7T4L7U7W4L5&ageFrom=21&ageTo=21,행정안전위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_J2X2U0C2D1H4T1F0X4A7T4L7U7W4L5
2115122,21,기능성 양잠산업 육성 및 지원에 관한 법률 일부개정법률안,이원택의원 등 10인,이원택,"김정호,서삼석,송재호,신정훈,위성곤,유정주,장경태,주철현,최인호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2A2V0E4A0H6H0K9J5A1T0G8P9Y7B7&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2A2V0E4A0H6H0K9J5A1T0G8P9Y7B7
2115121,21,사법경찰관리의 직무를 수행할 자와 그 직무범위에 관한 법률 일부개정법률안,이원택의원 등 10인,이원택,"박홍근,서삼석,신정훈,안호영,윤준병,장경태,주철현,최인호,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2R2B0I3Q1V8J1P0G1Z6B5C5H1X2Y1&ageFrom=21&ageTo=21,법제사법위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2R2B0I3Q1V8J1P0G1Z6B5C5H1X2Y1
2115120,21,체육시설의 설치·이용에 관한 법률 일부개정법률안,김예지의원 등 10인,김예지,"김선교,김승수,김용판,배현진,이종성,이주환,지성호,추경호,태영호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2S1R1E2W2I9A1U5R4H2Z0J9N6N9K7&ageFrom=21&ageTo=21,문화체육관광위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2S1R1E2W2I9A1U5R4H2Z0J9N6N9K7
2115119,21,공익신고자 보호법 일부개정법률안,이종배의원 등 12인,이종배,"구자근,김선교,김학용,박덕흠,박성민,성일종,정우택,조명희,추경호,홍문표,홍석준",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2T2H0W3B2H2U1E6K3H3P0R5I4I8M4&ageFrom=21&ageTo=21,정무위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2T2H0W3B2H2U1E6K3H3P0R5I4I8M4
2115118,21,동물보호법 일부개정법률안,정청래의원등10인,정청래,"강득구,김용민,박영순,박홍근,양이원영,오영환,이상민,전용기,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2H2V0Q1T2Z5O1W4I3U2T0P3P3D1Q7&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2H2V0Q1T2Z5O1W4I3U2T0P3P3D1Q7
2115117,21,지방자치법 일부개정법률안,김병기의원 등 12인,김병기,"강민정,김영배,김진표,김홍걸,민병덕,박성준,설훈,오영환,윤준병,홍기원,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2O1Y0O2U0B2E1W4C4P3P1D9X8G6W4&ageFrom=21&ageTo=21,행정안전위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_O2O1Y0O2U0B2E1W4C4P3P1D9X8G6W4
2115116,21,국민체육진흥법 일부개정법률안,김예지의원등10인,김예지,"김미애,김선교,김승수,김용판,박완수,엄태영,이종성,이주환,추경호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2L2R0V1C0M3Z1D2C3D2D5H2S5C5T8&ageFrom=21&ageTo=21,문화체육관광위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2L2R0V1C0M3Z1D2C3D2D5H2S5C5T8
2115115,21,노인복지법 일부개정법률안,정청래의원등10인,정청래,"강득구,김영호,박영순,송재호,양이원영,양향자,오영환,전용기,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2Z2S0T1O2T5M1F6P0O5Q3B9P8E7T4&ageFrom=21&ageTo=21,보건복지위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2Z2S0T1O2T5M1F6P0O5Q3B9P8E7T4
2115114,21,고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 일부개정법률안,구자근의원 등 10인,구자근,"권명호,김도읍,김석기,김선교,김예지,김용판,김희곤,이종성,태영호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2K1P1U2D0I7E1F1F1Z0M4L6C7V6J4&ageFrom=21&ageTo=21,환경노동위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_V2K1P1U2D0I7E1F1F1Z0M4L6C7V6J4
2115113,21,주택법 일부개정법률안,이형석의원 등 11인,이형석,"김승남,김정호,문진석,안규백,유기홍,윤영덕,이병훈,이용빈,전용기,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2E2I0M3C3A1N1C1J3U0F5S9Z0H1G2&ageFrom=21&ageTo=21,국토교통위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2E2I0M3C3A1N1C1J3U0F5S9Z0H1G2
2115112,21,정부조직법 일부개정법률안,이해식의원 등 15인,이해식,"김두관,김원이,김정호,김주영,노웅래,민형배,송기헌,신동근,오영환,용혜인,우원식,윤준병,이광재,임호선",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2O2X0T3A2Z4W0F9K4K3Q1Y0F4K3X2&ageFrom=21&ageTo=21,행정안전위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2O2X0T3A2Z4W0F9K4K3Q1Y0F4K3X2
2115111,21,지방공무원법 일부개정법률안,이해식의원등15인,이해식,"김두관,김원이,김정호,김주영,노웅래,민형배,서영석,송기헌,신동근,오영환,우원식,윤준병,이광재,임호선",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2J2S0E3B2S4O0J9W4J4A0Z7T9B0Q7&ageFrom=21&ageTo=21,행정안전위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2J2S0E3B2S4O0J9W4J4A0Z7T9B0Q7
2115110,21,국민건강보험법 일부개정법률안,이종성의원등10인,이종성,"구자근,김승수,김용판,박대수,박덕흠,성일종,전봉민,정운천,조명희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2O2H0Z4E0Z4N1J6Q0O5I5N8X5X9E4&ageFrom=21&ageTo=21,보건복지위원회,2022-04-06,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2O2H0Z4E0Z4N1J6Q0O5I5N8X5X9E4
2115109,21,동물보호법 일부개정법률안,김두관의원 등 11인,김두관,"고민정,김수흥,김정호,김주영,김홍걸,노웅래,송재호,신정훈,이상헌,전재수",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2C1C0G5W1K1F1O3S5E8G3Y4B4C5R1&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2022-04-06,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2C1C0G5W1K1F1O3S5E8G3Y4B4C5R1
2115108,21,교육공무원법 일부개정법률안,강득구의원 등 13인,강득구,"김철민,류호정,박주민,설훈,양경숙,용혜인,이용빈,이원욱,전혜숙,정청래,정춘숙,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2O1H1L1R0P5C0T8J3J3Q2A2O4I4K4&ageFrom=21&ageTo=21,교육위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2O1H1L1R0P5C0T8J3J3Q2A2O4I4K4
2115107,21,사립학교법 일부개정법률안,강득구의원 등 12인,강득구,"김철민,류호정,박주민,설훈,양경숙,이용빈,이원욱,전혜숙,정청래,정춘숙,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2K1P1N1N0O5H0X8O5Q7C0L7I4E0D4&ageFrom=21&ageTo=21,교육위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Q2K1P1N1N0O5H0X8O5Q7C0L7I4E0D4
2115106,21,수산업협동조합법 일부개정법률안,송옥주의원 등 11인,송옥주,"김경만,김영호,김정호,박정,소병훈,안호영,이상민,이상헌,이수진,홍기원",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2J2Y0E3E2O3D1J6E1I5F0D1X0I5R3&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_G2J2Y0E3E2O3D1J6E1I5F0D1X0I5R3
2115105,21,지방자치단체를 당사자로 하는 계약에 관한 법률 일부개정법률안,정청래의원 등 10인,정청래,"강득구,김영배,서동용,송갑석,양이원영,오영환,이수진,임오경,전용기",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2P1C0N8B2H7A1D7V5N9X4N2K7R2K2&ageFrom=21&ageTo=21,행정안전위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2P1C0N8B2H7A1D7V5N9X4N2K7R2K2
2115104,21,국가를 당사자로 하는 계약에 관한 법률 일부개정법률안,정청래의원등10인,정청래,"강득구,김영배,서동용,송갑석,양이원영,오영환,이수진,임오경,전용기",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2J1C0E8U2F7N1O8S0F1X4O4V8L8T8&ageFrom=21&ageTo=21,기획재정위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2J1C0E8U2F7N1O8S0F1X4O4V8L8T8
2115103,21,건강기능식품에 관한 법률 전부개정법률안,남인순의원 등 15인,남인순,"강준현,고민정,김성주,김정호,김철민,민형배,송옥주,송재호,윤후덕,정성호,정춘숙,최기상,최종윤,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2P2V0D3M2R3L1S6T5J8T0Y9U8L2X9&ageFrom=21&ageTo=21,보건복지위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2P2V0D3M2R3L1S6T5J8T0Y9U8L2X9
2115102,21,저작권법 일부개정법률안,정청래의원등10인,정청래,"김남국,김승남,김승원,김영호,양이원영,오영환,이상헌,전용기,최혜영",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2M1G1D0X1T2R1G0B2E2J0T1O2S4K0&ageFrom=21&ageTo=21,문화체육관광위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2M1G1D0X1T2R1G0B2E2J0T1O2S4K0
2115101,21,동물보호법 일부개정법률안,김두관의원 등 11인,김두관,"고민정,김수흥,김정호,김주영,김홍걸,노웅래,송재호,신정훈,이상헌,전재수",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2I1A0N5O1R1U1C3G5V9A4E9C4K3Y9&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_S2I1A0N5O1R1U1C3G5V9A4E9C4K3Y9
2115100,21,국민건강보험법 일부개정법률안,강병원의원 등 10인,강병원,"고민정,김두관,양향자,오영환,유동수,윤관석,윤영찬,이정문,최종윤",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2A2T0W4O0W5V1F5O0V5M2P4N1C5P4&ageFrom=21&ageTo=21,보건복지위원회,2022-04-05,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_J2A2T0W4O0W5V1F5O0V5M2P4N1C5P4
2115099,21,공직선거법 일부개정법률안,김형동의원등11인,김형동,"권명호,김승수,김용판,김태호,김학용,이종성,이주환,임이자,조명희,주호영",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2Y2D0M4K0U4P1L1B3F7N4F4H5J5N3&ageFrom=21&ageTo=21,정치개혁 특별위원회,2022-04-05,대안반영폐기,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_G2Y2D0M4K0U4P1L1B3F7N4F4H5J5N3
2115098,21,국가통합교통체계효율화법 일부개정법률안,박성민의원 등 10인,박성민,"구자근,김병욱,김용판,송석준,이종배,정동만,정우택,조명희,하영제",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2S2G0K2C1K6Y1T3S2V2P1O5M7P2R9&ageFrom=21&ageTo=21,국토교통위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_W2S2G0K2C1K6Y1T3S2V2P1O5M7P2R9
2115097,21,학교시설사업 촉진법 일부개정법률안,김철민의원 등 14인,김철민,"권인숙,김정호,도종환,민형배,박찬대,안민석,오영환,유기홍,윤준병,이병훈,이수진,이원욱,이정문",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2O1S1E2K2I4F1D4T5E7L3U0S1G3A1&ageFrom=21&ageTo=21,교육위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_V2O1S1E2K2I4F1D4T5E7L3U0S1G3A1
2115096,21,입양특례법 일부개정법률안,허종식의원 등 11인,허종식,"김교흥,김성주,김정호,박찬대,배준영,배진교,송영길,어기구,유동수,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2V2A0X4P0M4B1F3L3W3S3X2Y6H1U9&ageFrom=21&ageTo=21,보건복지위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_W2V2A0X4P0M4B1F3L3W3S3X2Y6H1U9
2115095,21,아동복지법 일부개정법률안,허종식의원 등 11인,허종식,"김교흥,김성주,김정호,박찬대,배준영,배진교,송영길,어기구,유동수,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2N2X0J4D0Z4B1E3Y3R1W1Z1L2L9P0&ageFrom=21&ageTo=21,보건복지위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2N2X0J4D0Z4B1E3Y3R1W1Z1L2L9P0
2115094,21,저출산·고령사회기본법 일부개정법률안,허종식의원 등 11인,허종식,"김교흥,김성주,김정호,박찬대,배준영,배진교,송영길,어기구,유동수,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2S2G0B4K0X4D1Y3W3Z4Z2V2M3N3D7&ageFrom=21&ageTo=21,보건복지위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2S2G0B4K0X4D1Y3W3Z4Z2V2M3N3D7
2115093,21,모자보건법 일부개정법률안,허종식의원 등 11인,허종식,"김교흥,김성주,김정호,박찬대,배준영,배진교,송영길,어기구,유동수,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2E2X0R4E0E4Y1A3Q2Q9J5Y8A6E0G1&ageFrom=21&ageTo=21,보건복지위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2E2X0R4E0E4Y1A3Q2Q9J5Y8A6E0G1
2115092,21,아동수당법 일부개정법률안,허종식의원 등 11인,허종식,"김교흥,김성주,김정호,박찬대,배준영,배진교,송영길,어기구,유동수,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2V2D0P4V0U4H1D3V3F2H4U3Z5S0V2&ageFrom=21&ageTo=21,보건복지위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2V2D0P4V0U4H1D3V3F2H4U3Z5S0V2
2115091,21,국민의 형사재판 참여에 관한 법률 일부개정법률안,김병기의원 등 12인,김병기,"김영배,김영주,민병덕,박성준,설훈,오영환,이정문,전용기,정일영,최인호,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2M1E0K9R2I9G2A2K0D3A3S5X9O4G9&ageFrom=21&ageTo=21,법제사법위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_O2M1E0K9R2I9G2A2K0D3A3S5X9O4G9
2115090,21,산림조합법 일부개정법률안,김병기의원 등 11인,김병기,"서동용,설훈,소병철,양정숙,오영환,윤준병,이정문,전용기,정태호,최인호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2A1P0M5K1Y7N1C0K4I6V2Q2X0B5P9&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_O2A1P0M5K1Y7N1C0K4I6V2Q2X0B5P9
2115089,21,긴급복지지원법 일부개정법률안,허종식의원 등 11인,허종식,"김교흥,김성주,김정호,박찬대,배준영,배진교,송영길,어기구,유동수,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2O2B0M4T0V4L1W3D2I8R4O6X4O4F8&ageFrom=21&ageTo=21,보건복지위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2O2B0M4T0V4L1W3D2I8R4O6X4O4F8
2115088,21,수산업협동조합법 일부개정법률안,김병기의원 등 11인,김병기,"서동용,설훈,소병철,양정숙,오영환,윤준병,이정문,전용기,정태호,최인호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2C1V0M5B1C7I1R0V4M5U1Y3B2M0O3&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2C1V0M5B1C7I1R0V4M5U1Y3B2M0O3
2115087,21,지역농림어업 발전사업 협력 촉진에 관한 법률안,서삼석의원 등 31인,서삼석,"강민정,김선교,김승남,김승원,김원이,김정호,김진표,김철민,노웅래,민형배,박정,백혜련,소병철,신정훈,신현영,안규백,오영환,위성곤,유정주,윤영덕,윤재갑,이원택,임종성,임호선,장경태,전용기,최기상,최인호,허영,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2I2W0M3C3N1E1S2F0M3N0V8X2Q1K7&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2I2W0M3C3N1E1S2F0M3N0V8X2Q1K7
2115086,21,교육공무원법 일부개정법률안,유기홍의원 등 10인,유기홍,"강민정,김두관,남인순,양정숙,오영환,윤영덕,이학영,임호선,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2Q2O0X1G2H7F1Z6E2Z7I3H1N9I2Z2&ageFrom=21&ageTo=21,교육위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_O2Q2O0X1G2H7F1Z6E2Z7I3H1N9I2Z2
2115085,21,민법 일부개정법률안,유기홍의원등11인,유기홍,"강민정,김두관,남인순,송재호,양정숙,오영환,윤영덕,이학영,이형석,임호선",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2A2G0R1L2W7G1R6F2M6A3J1I1G2J2&ageFrom=21&ageTo=21,법제사법위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2A2G0R1L2W7G1R6F2M6A3J1I1G2J2
2115084,21,국유재산특례제한법 일부개정법률안,김승수의원 등 10인,김승수,"김병욱,김영식,김예지,김용판,유경준,이만희,이명수,이종배,하영제",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2O2K0Y3O2O1A1H6A3Q8I4F7X7N1T6&ageFrom=21&ageTo=21,기획재정위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2O2K0Y3O2O1A1H6A3Q8I4F7X7N1T6
2115083,21,교원의 지위 향상 및 교육활동 보호를 위한 특별법 일부개정법률안,유기홍의원등12인,유기홍,"권인숙,김두관,박찬대,서동용,양정숙,오영환,이수진,이학영,임호선,조승래,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2V2Z0Y1Y1W0M1V3J2L1L4X5H3P1E4&ageFrom=21&ageTo=21,교육위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_V2V2Z0Y1Y1W0M1V3J2L1L4X5H3P1E4
2115082,21,국민체육진흥법 일부개정법률안,김승수의원등11인,김승수,"김병욱,김영식,김예지,김용판,유경준,이만희,이명수,이종배,정운천,하영제",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2I2S0V3Q2T1L1D6B3W7A2E0C4Y4Y9&ageFrom=21&ageTo=21,문화체육관광위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_T2I2S0V3Q2T1L1D6B3W7A2E0C4Y4Y9
2115081,21,영화 및 비디오물의 진흥에 관한 법률 일부개정법률안,김승수의원등11인,김승수,"김병욱,김영식,김예지,김용판,유경준,이만희,이명수,이종배,정운천,하영제",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2F2M0T3Y2Q1U1A6H3H5N3L5W9B5A5&ageFrom=21&ageTo=21,문화체육관광위원회,2022-04-05,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_K2F2M0T3Y2Q1U1A6H3H5N3L5W9B5A5
